
CPIO INFORMATION 

MET Start: 514289169.22 Stop: 514289169.22
UTC Start: 2017:109:10:06:04 Stop: 2017:109:10:06:04

OBSID: 00000000000 Target: 0 Segment: 0
RA: 0.00000 Dec: 0.00000
Roll: 0.00000

DATAMODE: -- (none) --
CPIONAME:onslew.sou


-----------------------------------------------------------

EXTENSION : TRIG_SOURCE
DATAMODE : -- (none) --
TYPE : TRIG_SOURCE
Number of Rows : 1300

Names of Columns: 

TIME 1D (1)
NAME 15A (15)
SCRIPT 1A (1)
CATNUM 1J (1)
DSPCLEAN 1X (1)
SRC_TYPE 1I (1)
MERIT 1I (1)
RA_OBJ 1E (1)
DEC_OBJ 1E (1)
THRESHOLD 1E (1)
LDPNAME 15A15 (15)
APID 1I (1)
LDP 1J (1)



NOTE: "VVVVVVVV" indicates repeated lines have been removed

+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| ROW| TIME| NAME|S| CATNUM| DSPCLEAN|SRC_TYPE| MERIT| RA_OBJ| DEC_OBJ| THRESHOLD| LDPNAME| APID| LDP|
| 165|514289169.22|GX_13+1 |B| 10319|0x00000000| 11| 95| 273.63| -17.157| 38.880|onslew.sou | 481| 48954|
| 166|514289169.22|GX_13+1 |B| 15319|0x00000000| 16| 95| 273.63| -17.157| -31726.|onslew.sou | 481| 48954|
| 167|514289169.22|EXO_0748-676 |B| 10324|0x00000000| 11| 95| 117.14| -67.750| 35.780|onslew.sou | 481| 48954|
| 168|514289169.22|EXO_0748-676 |B| 15324|0x00000000| 16| 95| 117.14| -67.750| -23916.|onslew.sou | 481| 48954|
| 169|514289169.22|EXO_1745-248 |B| 10325|0x00000000| 11| 95| 267.02| -24.781| 199.03|onslew.sou | 481| 48954|
| 170|514289169.22|EXO_1745-248 |B| 15325|0x00000000| 16| 95| 267.02| -24.781| -44592.|onslew.sou | 481| 48954|
| 171|514289169.22|EXO_1747-214 |B| 10326|0x00000000| 11| 95| 267.60| -21.426| 2.0000|onslew.sou | 481| 48954|
| 172|514289169.22|EXO_1747-214 |B| 15326|0x00000000| 16| 95| 267.60| -21.426| -15138.|onslew.sou | 481| 48954|
| 173|514289169.22|4U_1916-053 |B| 10328|0x00000000| 11| 95| 289.70| -5.2360| 40.790|onslew.sou | 481| 48954|
| 174|514289169.22|4U_1916-053 |B| 15328|0x00000000| 16| 95| 289.70| -5.2360| -10916.|onslew.sou | 481| 48954|
| 175|514289169.22|4U_1812-12 |B| 10329|0x00000000| 11| 95| 273.80| -12.083| 264.34|onslew.sou | 481| 48954|
| 176|514289169.22|4U_1812-12 |B| 15329|0x00000000| 16| 95| 273.80| -12.083| -35476.|onslew.sou | 481| 48954|
| 177|514289169.22|GRS_1747-312 |B| 10331|0x00000000| 11| 95| 267.69| -31.292| 2.0000|onslew.sou | 481| 48954|
| 178|514289169.22|GRS_1747-312 |B| 15331|0x00000000| 16| 95| 267.69| -31.292| -2536.0|onslew.sou | 481| 48954|
| 179|514289169.22|SAX_J1324.5-631|0| 10332|0x00000000| 4| 123| 201.11| -63.223| 0.0000|onslew.sou | 481| 48954|
| 180|514289169.22|SAX_J1324.5-631|0| 15332|0x00000000| 16| 123| 201.11| -63.223| -1.0000|onslew.sou | 481| 48954|
| 181|514289169.22|SAX_J1818.7+142|0| 10333|0x00000000| 4| 123| 274.68| 14.403| 40.464|onslew.sou | 481| 48954|
| 182|514289169.22|SAX_J1818.7+142|0| 15333|0x00000000| 16| 123| 274.68| 14.403| -8036.0|onslew.sou | 481| 48954|
| 183|514289169.22|SAX_J1828.5-103|0| 10334|0x00000000| 4| 123| 277.14| -10.617| 44.050|onslew.sou | 481| 48954|
| 184|514289169.22|SAX_J1828.5-103|0| 15334|0x00000000| 16| 123| 277.14| -10.617| -6040.0|onslew.sou | 481| 48954|
| 185|514289169.22|SAX_J2224.9+542|0| 10335|0x00000000| 4| 123| 336.22| 54.365| 0.0000|onslew.sou | 481| 48954|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| ROW| TIME| NAME|S| CATNUM| DSPCLEAN|SRC_TYPE| MERIT| RA_OBJ| DEC_OBJ| THRESHOLD| LDPNAME| APID| LDP|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| 186|514289169.22|SAX_J2224.9+542|0| 15335|0x00000000| 16| 123| 336.22| 54.365| -6456.0|onslew.sou | 481| 48954|
| 187|514289169.22|2S_1711-339 |B| 10336|0x00000000| 11| 95| 258.57| -34.055| 2.0000|onslew.sou | 481| 48954|
| 188|514289169.22|2S_1711-339 |B| 15336|0x00000000| 16| 95| 258.57| -34.055| -9206.0|onslew.sou | 481| 48954|
| 189|514289169.22|2S_0918-549 |B| 10337|0x00000000| 11| 95| 140.15| -55.232| 224.03|onslew.sou | 481| 48954|
| 190|514289169.22|2S_0918-549 |B| 15337|0x00000000| 16| 95| 140.15| -55.232| -17632.|onslew.sou | 481| 48954|
| 191|514289169.22|SLX_1737-282 |B| 10338|0x00000000| 11| 95| 265.24| -28.310| 41.190|onslew.sou | 481| 48954|
| 192|514289169.22|SLX_1737-282 |B| 15338|0x00000000| 16| 95| 265.24| -28.310| -12666.|onslew.sou | 481| 48954|
| 193|514289169.22|SLX_1744-300 |B| 10339|0x00000000| 11| 95| 266.86| -30.045| 77.820|onslew.sou | 481| 48954|
| 194|514289169.22|SLX_1744-300 |B| 15339|0x00000000| 16| 95| 266.86| -30.045| -7514.0|onslew.sou | 481| 48954|
| 195|514289169.22|SAX1752.3-3138 |B| 10340|0x00000000| 11| 95| 268.10| -31.628| 2.0000|onslew.sou | 481| 48954|
| 196|514289169.22|SAX1752.3-3138 |B| 15340|0x00000000| 16| 95| 268.10| -31.628| -13351.|onslew.sou | 481| 48954|
| 197|514289169.22|SAX1808.4-3658 |B| 10341|0x00000000| 11| 95| 272.11| -36.979| 514.92|onslew.sou | 481| 48954|
| 198|514289169.22|SAX1808.4-3658 |B| 15341|0x00000000| 16| 95| 272.11| -36.979| -31498.|onslew.sou | 481| 48954|
| 199|514289169.22|RXS171824-4029 |B| 10342|0x00000000| 11| 95| 259.60| -40.493| 2.0000|onslew.sou | 481| 48954|
| 200|514289169.22|RXS171824-4029 |B| 15342|0x00000000| 16| 95| 259.60| -40.493| -61.000|onslew.sou | 481| 48954|
| 201|514289169.22|SAX1750.8-2900 |B| 10343|0x00000000| 11| 95| 267.56| -29.038| 149.86|onslew.sou | 481| 48954|
| 202|514289169.22|SAX1750.8-2900 |B| 15343|0x00000000| 16| 95| 267.56| -29.038| -36956.|onslew.sou | 481| 48954|
| 203|514289169.22|SAX0835.9+5118 |B| 10344|0x00000000| 11| 95| 128.98| 51.310| 39.680|onslew.sou | 481| 48954|
| 204|514289169.22|X_0512-401 |B| 10345|0x00000000| 11| 95| 78.528| -40.041| 2.0000|onslew.sou | 481| 48954|
| 205|514289169.22|X_0512-401 |B| 15345|0x00000000| 16| 95| 78.528| -40.041| -5022.0|onslew.sou | 481| 48954|
| 206|514289169.22|X_2127+119 |B| 10346|0x00000000| 11| 95| 322.49| 12.167| 31.160|onslew.sou | 481| 48954|
| 207|514289169.22|X_2129+470 |B| 10347|0x00000000| 11| 95| 322.86| 47.290| 37.290|onslew.sou | 481| 48954|
| 208|514289169.22|X_2129+470 |B| 15347|0x00000000| 16| 95| 322.86| 47.290| -7968.0|onslew.sou | 481| 48954|
| 209|514289169.22|4U_1323-619 |B| 10348|0x00000000| 11| 95| 201.65| -62.136| 2.0000|onslew.sou | 481| 48954|
| 210|514289169.22|4U_1323-619 |B| 15348|0x00000000| 16| 95| 201.65| -62.136| -13912.|onslew.sou | 481| 48954|
| 211|514289169.22|Cir_X-1 |B| 10350|0x00000000| 11| 95| 230.17| -57.167| 44.460|onslew.sou | 481| 48954|
| 212|514289169.22|Cir_X-1 |B| 15350|0x00000000| 16| 95| 230.17| -57.167| -64500.|onslew.sou | 481| 48954|
| 213|514289169.22|Cen_X-4 |B| 10351|0x00000000| 11| 95| 224.59| -31.669| 2.0000|onslew.sou | 481| 48954|
| 214|514289169.22|Cen_X-4 |B| 15351|0x00000000| 16| 95| 224.59| -31.669| -6594.0|onslew.sou | 481| 48954|
| 215|514289169.22|X_1832-330 |B| 10353|0x00000000| 11| 95| 278.93| -32.982| 208.53|onslew.sou | 481| 48954|
| 216|514289169.22|X_1832-330 |B| 15353|0x00000000| 16| 95| 278.93| -32.982| -16474.|onslew.sou | 481| 48954|
| 217|514289169.22|Rapid_Burster |B| 10354|0x00000000| 10| 95| 263.35| -33.388| 102.25|onslew.sou | 481| 48954|
| 218|514289169.22|Rapid_Burster |B| 15354|0x00000000| 16| 95| 263.35| -33.388| -8512.0|onslew.sou | 481| 48954|
| 219|514289169.22|SLX_1735-269 |B| 10356|0x00000000| 11| 95| 264.57| -27.004| 56.720|onslew.sou | 481| 48954|
| 220|514289169.22|SLX_1735-269 |B| 15356|0x00000000| 16| 95| 264.57| -27.004| -13398.|onslew.sou | 481| 48954|
| 221|514289169.22|4U_1715-321 |B| 10358|0x00000000| 11| 95| 259.70| -32.178| 2.0000|onslew.sou | 481| 48954|
| 222|514289169.22|XTE_J1723-376 |B| 10359|0x00000000| 11| 95| 260.90| -37.650| 30.780|onslew.sou | 481| 48954|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| ROW| TIME| NAME|S| CATNUM| DSPCLEAN|SRC_TYPE| MERIT| RA_OBJ| DEC_OBJ| THRESHOLD| LDPNAME| APID| LDP|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| 223|514289169.22|XTE_J1723-376 |B| 15359|0x00000000| 16| 95| 260.90| -37.650| -10046.|onslew.sou | 481| 48954|
| 224|514289169.22|SAX1747.0-2853 |B| 10360|0x00000000| 11| 95| 266.76| -28.883| 131.89|onslew.sou | 481| 48954|
| 225|514289169.22|SAX1747.0-2853 |B| 15360|0x00000000| 16| 95| 266.76| -28.883| -41658.|onslew.sou | 481| 48954|
| 226|514289169.22|4U_1850-087 |B| 10361|0x00000000| 11| 95| 283.27| -8.7060| 158.01|onslew.sou | 481| 48954|
| 227|514289169.22|4U_1850-087 |B| 15361|0x00000000| 16| 95| 283.27| -8.7060| -69399.|onslew.sou | 481| 48954|
| 228|514289169.22|XTE_J2123-058 |B| 10362|0x00000000| 11| 95| 320.81| -5.7980| 30.407|onslew.sou | 481| 48954|
| 229|514289169.22|XTE_J2123-058 |B| 15362|0x00000000| 16| 95| 320.81| -5.7980| -5568.0|onslew.sou | 481| 48954|
| 230|514289169.22|4U_1708-23 |B| 10363|0x00000000| 11| 95| 257.10| -22.800| 415.44|onslew.sou | 481| 48954|
| 231|514289169.22|V0332+53 |0| 10500|0x00000000| 4| 95| 53.750| 53.173| 188.54|onslew.sou | 481| 48954|
| 232|514289169.22|sw291.3+60.6 |0| 10524|0x00000000| 13| 95| 291.31| 60.567| 28.090|onslew.sou | 481| 48954|
| 233|514289169.22|EXO_2030+375 |0| 10526|0x00000000| 13| 95| 308.06| 37.638| 134.22|onslew.sou | 481| 48954|
| 234|514289169.22|3A_0114+650 |0| 10547|0x00000000| 4| 95| 19.511| 65.292| 109.02|onslew.sou | 481| 48954|
| 235|514289169.22|IGR_J17473-2721|0| 10548|0x00000000| 4| 95| 266.83| -27.344| 319.53|onslew.sou | 481| 48954|
| 236|514289169.22|IGR_J17473-2721|0| 15548|0x00000000| 16| 95| 266.83| -27.344| -1.5580E+05|onslew.sou | 481| 48954|
| 237|514289169.22|GRO_J1655-40 |0| 10549|0x00000000| 4| 95| 253.50| -39.855| 15.000|onslew.sou | 481| 48954|
| 238|514289169.22|IGR_J19140+0951|0| 10550|0x00000000| 4| 95| 288.51| 9.8880| 99.565|onslew.sou | 481| 48954|
| 239|514289169.22|SW_1753.5-0127 |0| 10551|0x00000000| 4| 95| 268.37| -1.4517| 65.000|onslew.sou | 481| 48954|
| 240|514289169.22|AX_1631.9-4752 |0| 10552|0x00000000| 4| 95| 248.00| -47.886| 78.480|onslew.sou | 481| 48954|
| 241|514289169.22|4U_1954+31 |0| 10553|0x00000000| 4| 95| 298.93| 32.100| 45.000|onslew.sou | 481| 48954|
| 242|514289169.22|AX17007-4139 |0| 10554|0x00000000| 4| 95| 255.20| -41.673| 137.44|onslew.sou | 481| 48954|
| 243|514289169.22|4U_2206+54 |0| 10555|0x00000000| 4| 95| 331.98| 54.518| 15.000|onslew.sou | 481| 48954|
| 244|514289169.22|IGR10109-5746 |0| 10556|0x00000000| 13| 95| 152.71| -57.780| 2.0000|onslew.sou | 481| 48954|
| 245|514289169.22|HT1900.1-2455 |0| 10557|0x00000000| 4| 95| 285.04| -24.920| 193.96|onslew.sou | 481| 48954|
| 246|514289169.22|HT1900.1-2455 |0| 15557|0x00000000| 16| 95| 285.04| -24.920| -39342.|onslew.sou | 481| 48954|
| 247|514289169.22|XTE_J1818-245 |0| 10558|0x00000000| 4| 95| 274.60| -24.538| 15.000|onslew.sou | 481| 48954|
| 248|514289169.22|1E1145.1-6141 |0| 10559|0x00000000| 4| 95| 176.87| -61.954| 44.302|onslew.sou | 481| 48954|
| 249|514289169.22|IGR16318-4848 |0| 10560|0x00000000| 4| 95| 247.97| -48.803| 61.550|onslew.sou | 481| 48954|
| 250|514289169.22|4U_1909+07 |0| 10561|0x00000000| 13| 95| 287.70| 7.5980| 58.630|onslew.sou | 481| 48954|
| 251|514289169.22|IGR17252-3616 |0| 10562|0x00000000| 5| 95| 261.31| -36.274| 42.210|onslew.sou | 481| 48954|
| 252|514289169.22|Ginga_1843+00 |0| 10563|0x00000000| 6| 95| 281.41| 0.89100| 29.630|onslew.sou | 481| 48954|
| 253|514289169.22|IGR18483-0311 |0| 10565|0x00000000| 13| 95| 282.08| -3.1610| 64.720|onslew.sou | 481| 48954|
| 254|514289169.22|XTE_J1855-026 |0| 10566|0x00000000| 6| 95| 283.87| -2.5970| 89.720|onslew.sou | 481| 48954|
| 255|514289169.22|XTE_J1901+014 |0| 10567|0x00000000| 4| 123| 285.42| 1.4383| 0.0000|onslew.sou | 481| 48954|
| 256|514289169.22|4U_1901+03 |0| 10568|0x00000000| 4| 95| 285.91| 3.2150| 2.0000|onslew.sou | 481| 48954|
| 257|514289169.22|SS_433 |0| 10569|0x00000000| 4| 95| 287.95| 4.9900| 2.0000|onslew.sou | 481| 48954|
| 258|514289169.22|RXJ1940.2-1025 |0| 10570|0x00000000| 4| 95| 295.05| -10.383| 40.781|onslew.sou | 481| 48954|
| 259|514289169.22|KS_1947+300 |0| 10571|0x00000000| 4| 95| 297.39| 30.213| 38.869|onslew.sou | 481| 48954|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| ROW| TIME| NAME|S| CATNUM| DSPCLEAN|SRC_TYPE| MERIT| RA_OBJ| DEC_OBJ| THRESHOLD| LDPNAME| APID| LDP|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| 260|514289169.22|SAX2103.5+4545 |0| 10572|0x00000000| 5| 95| 315.90| 45.757| 45.180|onslew.sou | 481| 48954|
| 261|514289169.22|Circ_galaxy |0| 10573|0x00000000| 9| 95| 213.29| -65.323| 34.250|onslew.sou | 481| 48954|
| 262|514289169.22|1H_2140+433 |0| 10574|0x00000000| 13| 95| 325.69| 43.577| 27.437|onslew.sou | 481| 48954|
| 263|514289169.22|XTE_J1550-564 |0| 10575|0x00000000| 4| 95| 237.76| -56.458| 2.0000|onslew.sou | 481| 48954|
| 264|514289169.22|4U_1630-47_SGR |0| 10577|0x00000000| 4| 124| 248.97| -47.590| 0.0000|onslew.sou | 481| 48954|
| 265|514289169.22|AXJ1700.2-4220 |0| 10578|0x00000000| 13| 95| 255.07| -42.326| 40.370|onslew.sou | 481| 48954|
| 266|514289169.22|4U_1705-32 |0| 10579|0x00000000| 13| 95| 257.21| -32.333| 2.0000|onslew.sou | 481| 48954|
| 267|514289169.22|XTE_J1710-281 |0| 10580|0x00000000| 4| 95| 257.58| -28.145| 2.0000|onslew.sou | 481| 48954|
| 268|514289169.22|XTE_J1710-281 |0| 15580|0x00000000| 16| 95| 257.58| -28.145| -12702.|onslew.sou | 481| 48954|
| 269|514289169.22|EXMS_B1709-232 |0| 10581|0x00000000| 12| 95| 258.12| -23.357| 2.0000|onslew.sou | 481| 48954|
| 270|514289169.22|SAX1712.6-3739 |0| 10582|0x00000000| 4| 95| 258.14| -37.632| 148.11|onslew.sou | 481| 48954|
| 271|514289169.22|SAX1712.6-3739 |0| 15582|0x00000000| 16| 95| 258.14| -37.632| -46710.|onslew.sou | 481| 48954|
| 272|514289169.22|V2400_Oph |0| 10583|0x00000000| 4| 95| 258.15| -24.270| 2.0000|onslew.sou | 481| 48954|
| 273|514289169.22|NGC_6300 |0| 10584|0x00000000| 9| 95| 259.21| -62.792| 2.0000|onslew.sou | 481| 48954|
| 274|514289169.22|XTE_J1720-318 |0| 10585|0x00000000| 5| 95| 259.98| -31.748| 2.0000|onslew.sou | 481| 48954|
| 275|514289169.22|GRS_1734-292 |0| 10586|0x00000000| 9| 95| 264.37| -29.131| 2.0000|onslew.sou | 481| 48954|
| 276|514289169.22|M1741-293 |0| 10587|0x00000000| 4| 95| 266.24| -29.336| 100.29|onslew.sou | 481| 48954|
| 277|514289169.22|M1741-293 |0| 15587|0x00000000| 16| 95| 266.24| -29.336| -17226.|onslew.sou | 481| 48954|
| 278|514289169.22|1E_1742.5-2859 |0| 10588|0x00000000| 4| 95| 266.49| -28.910| 16942.|onslew.sou | 481| 48954|
| 279|514289169.22|IGR17460-3047 |0| 10589|0x00000000| 13| 95| 266.58| -30.791| 2.0000|onslew.sou | 481| 48954|
| 280|514289169.22|1E1743.1-2843 |0| 10590|0x00000000| 4| 95| 266.59| -28.752| 35.320|onslew.sou | 481| 48954|
| 281|514289169.22|XTE_J1807-294 |0| 10591|0x00000000| 4| 95| 271.74| -29.416| 2.0000|onslew.sou | 481| 48954|
| 282|514289169.22|AXJ1820.5-1434 |0| 10592|0x00000000| 4| 95| 275.13| -14.553| 22.728|onslew.sou | 481| 48954|
| 283|514289169.22|4U_1822-371 |0| 10593|0x00000000| 4| 95| 276.45| -37.100| 41.100|onslew.sou | 481| 48954|
| 284|514289169.22|SNR_021.5-00.9 |0| 10594|0x00000000| 12| 95| 278.38| -10.560| 2.0000|onslew.sou | 481| 48954|
| 285|514289169.22|PKS_1830-211 |0| 10595|0x00000000| 9| 95| 278.42| -21.079| 2.0000|onslew.sou | 481| 48954|
| 286|514289169.22|AXJ1838.0-0655 |0| 10596|0x00000000| 13| 95| 279.52| -6.9210| 2.0000|onslew.sou | 481| 48954|
| 287|514289169.22|Kes_73 |0| 10597|0x00000000| 7| 123| 280.32| -4.9320| 18081.|onslew.sou | 481| 48954|
| 288|514289169.22|IGR00234+6141 |0| 10598|0x00000000| 13| 95| 5.8500| 61.692| 33.350|onslew.sou | 481| 48954|
| 289|514289169.22|IGR00291+5934 |0| 10599|0x00000000| 13| 95| 7.2630| 59.572| 69.028|onslew.sou | 481| 48954|
| 290|514289169.22|IGR00370+6122 |0| 10600|0x00000000| 13| 95| 9.2500| 61.367| 33.260|onslew.sou | 481| 48954|
| 291|514289169.22|IGR01363+6610 |0| 10601|0x00000000| 13| 95| 24.075| 66.175| 2.0000|onslew.sou | 481| 48954|
| 292|514289169.22|IGR06074+2205 |0| 10602|0x00000000| 13| 95| 91.850| 22.083| 2.0000|onslew.sou | 481| 48954|
| 293|514289169.22|IGR07597-3842 |0| 10603|0x00000000| 13| 95| 119.93| -38.700| 27.759|onslew.sou | 481| 48954|
| 294|514289169.22|IGR08023-6954 |0| 10604|0x00000000| 13| 95| 120.57| -69.910| 2.0000|onslew.sou | 481| 48954|
| 295|514289169.22|IGR10252-6829 |0| 10605|0x00000000| 13| 95| 156.30| -68.460| 430.37|onslew.sou | 481| 48954|
| 296|514289169.22|IGR10404-4625 |0| 10606|0x00000000| 13| 95| 160.09| -46.416| 2.0000|onslew.sou | 481| 48954|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| ROW| TIME| NAME|S| CATNUM| DSPCLEAN|SRC_TYPE| MERIT| RA_OBJ| DEC_OBJ| THRESHOLD| LDPNAME| APID| LDP|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| 297|514289169.22|IGR11085-5100 |0| 10607|0x00000000| 13| 95| 167.14| -51.010| 2.0000|onslew.sou | 481| 48954|
| 298|514289169.22|IGR_J11215-5952|0| 10608|0x00000000| 4| 123| 170.45| -59.862| 22.807|onslew.sou | 481| 48954|
| 299|514289169.22|IGR11305-6256 |0| 10609|0x00000000| 13| 95| 172.62| -62.931| 2.0000|onslew.sou | 481| 48954|
| 300|514289169.22|IGR_J11321-5311|0| 10610|0x00000000| 4| 123| 173.02| -53.183| 132.63|onslew.sou | 481| 48954|
| 301|514289169.22|IGR11435-6109 |0| 10611|0x00000000| 13| 95| 176.00| -61.121| 2.0000|onslew.sou | 481| 48954|
| 302|514289169.22|IGR12026-5349 |0| 10612|0x00000000| 13| 95| 180.70| -53.835| 33.400|onslew.sou | 481| 48954|
| 303|514289169.22|IGR12349-6434 |0| 10613|0x00000000| 13| 95| 188.73| -64.565| 44.807|onslew.sou | 481| 48954|
| 304|514289169.22|IGR12415-5750 |0| 10614|0x00000000| 13| 95| 190.35| -57.840| 2.0000|onslew.sou | 481| 48954|
| 305|514289169.22|IGR13109-5552 |0| 10615|0x00000000| 13| 95| 197.69| -55.860| 2.0000|onslew.sou | 481| 48954|
| 306|514289169.22|IGR14175-4641 |0| 10616|0x00000000| 13| 95| 214.30| -46.680| 37.050|onslew.sou | 481| 48954|
| 307|514289169.22|IGR14471-6319 |0| 10617|0x00000000| 13| 95| 221.78| -69.330| 2.0000|onslew.sou | 481| 48954|
| 308|514289169.22|IGR14493-5534 |0| 10618|0x00000000| 13| 95| 222.29| -55.600| 2.0000|onslew.sou | 481| 48954|
| 309|514289169.22|IGR14552-5133 |0| 10619|0x00000000| 13| 95| 223.81| -51.550| 2.0000|onslew.sou | 481| 48954|
| 310|514289169.22|IGR14579-4308 |0| 10620|0x00000000| 13| 95| 224.44| -43.140| 2.0000|onslew.sou | 481| 48954|
| 311|514289169.22|IGR15094-6649 |0| 10621|0x00000000| 13| 95| 227.33| -66.850| 2.0000|onslew.sou | 481| 48954|
| 312|514289169.22|IGR15360-5750 |0| 10622|0x00000000| 13| 95| 234.00| -57.840| 10.000|onslew.sou | 481| 48954|
| 313|514289169.22|IGR15479-4529 |0| 10623|0x00000000| 4| 95| 237.06| -45.479| 2.0000|onslew.sou | 481| 48954|
| 314|514289169.22|IGR16167-4957 |0| 10624|0x00000000| 13| 95| 244.15| -49.980| 2.0000|onslew.sou | 481| 48954|
| 315|514289169.22|IGR16185-5928 |0| 10625|0x00000000| 13| 95| 244.63| -59.470| 38.815|onslew.sou | 481| 48954|
| 316|514289169.22|AX_J1619.4-4945|0| 10626|0x00000000| 4| 123| 244.87| -49.761| 22.375|onslew.sou | 481| 48954|
| 317|514289169.22|IGR16207-5129 |0| 10627|0x00000000| 13| 95| 245.18| -51.483| 792.44|onslew.sou | 481| 48954|
| 318|514289169.22|IGR16283-4838 |0| 10628|0x00000000| 13| 95| 247.04| -48.649| 44.290|onslew.sou | 481| 48954|
| 319|514289169.22|IGR16316-4028 |0| 10629|0x00000000| 13| 95| 247.90| -40.467| 2.0000|onslew.sou | 481| 48954|
| 320|514289169.22|IGR16358-4726 |0| 10630|0x00000000| 4| 95| 248.97| -47.428| 2.0000|onslew.sou | 481| 48954|
| 321|514289169.22|IGR16393-4643 |0| 10631|0x00000000| 13| 95| 249.82| -46.717| 2.0000|onslew.sou | 481| 48954|
| 322|514289169.22|IGR16418-4532 |0| 10632|0x00000000| 4| 123| 250.46| -45.540| 14.874|onslew.sou | 481| 48954|
| 323|514289169.22|IGR_J16465-4507|0| 10633|0x00000000| 4| 123| 251.65| -45.118| 0.0000|onslew.sou | 481| 48954|
| 324|514289169.22|IGR16482-3036 |0| 10635|0x00000000| 13| 95| 252.04| -30.593| 34.860|onslew.sou | 481| 48954|
| 325|514289169.22|IGR16493-4348 |0| 10636|0x00000000| 13| 95| 252.34| -43.810| 2.0000|onslew.sou | 481| 48954|
| 326|514289169.22|IGR16558-5203 |0| 10637|0x00000000| 13| 95| 254.02| -52.063| 2.0000|onslew.sou | 481| 48954|
| 327|514289169.22|IGR17091-3624 |0| 10638|0x00000000| 4| 123| 257.28| -36.407| 22.169|onslew.sou | 481| 48954|
| 328|514289169.22|IGR17098-3628 |0| 10639|0x00000000| 13| 95| 257.44| -36.466| 19.285|onslew.sou | 481| 48954|
| 329|514289169.22|IGR17195-4100 |0| 10640|0x00000000| 13| 95| 259.90| -41.015| 2.0000|onslew.sou | 481| 48954|
| 330|514289169.22|IGR17200-3116 |0| 10641|0x00000000| 13| 95| 260.02| -31.284| 2.0000|onslew.sou | 481| 48954|
| 331|514289169.22|IGR17254-3257 |0| 10642|0x00000000| 13| 95| 261.36| -32.955| 2.0000|onslew.sou | 481| 48954|
| 332|514289169.22|IGR17254-3257 |0| 15642|0x00000000| 16| 95| 261.36| -32.955| -7070.0|onslew.sou | 481| 48954|
| 333|514289169.22|IGR17285-2922 |0| 10643|0x00000000| 13| 95| 262.17| -29.382| 2.0000|onslew.sou | 481| 48954|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| ROW| TIME| NAME|S| CATNUM| DSPCLEAN|SRC_TYPE| MERIT| RA_OBJ| DEC_OBJ| THRESHOLD| LDPNAME| APID| LDP|
+------+------------+---------------+-+-----------+----------+--------+--------+------------------+------------------+------------------+---------------+--------+-----------+
| 334|514289169.22|IGR17303-0601 |0| 10644|0x00000000| 13| 95| 262.59| -5.9930| 2.0000|onslew.sou | 481| 48954|
| 335|514289169.22|IGR17331-2406 |0| 10645|0x00000000| 13| 95| 263.28| -24.113| 2.0000|onslew.sou | 481| 48954|
| 336|514289169.22|IGR_J17407-2808|0| 10647|0x00000000| 4| 123| 265.17| -28.147| 55.229|onslew.sou | 481| 48954|
| 337|514289169.22|IGR17475-2822 |0| 10651|0x00000000| 13| 95| 266.88| -28.367| 2.0000|onslew.sou | 481| 48954|
| 338|514289169.22|IGR17475-2822 |0| 15651|0x00000000| 16| 95| 266.88| -28.367| -5488.0|onslew.sou | 481| 48954|
| 339|514289169.22|IGR17488-3253 |0| 10652|0x00000000| 13| 95| 267.23| -32.912| 36.046|onslew.sou | 481| 48954|
| 340|514289169.22|IGR17507-2856 |0| 10653|0x00000000| 13| 95| 267.68| -28.938| 138.17|onslew.sou | 481| 48954|
| 341|514289169.22|IGR17597-2201 |0| 10655|0x00000000| 4| 95| 269.92| -22.017| 2.0000|onslew.sou | 481| 48954|
| 342|514289169.22|IGR17597-2201 |0| 15655|0x00000000| 16| 95| 269.92| -22.017| -14482.|onslew.sou | 481| 48954|
| 343|514289169.22|IGR18027-1455 |0| 10656|0x00000000| 13| 95| 270.67| -14.917| 2.0000|onslew.sou | 481| 48954|
| 344|514289169.22|IGR18027-2016 |0| 10657|0x00000000| 13| 95| 270.69| -20.294| 16.453|onslew.sou | 481| 48954|
| 345|514289169.22|IGR18135-1751 |0| 10658|0x00000000| 13| 95| 273.36| -17.849| 2.0000|onslew.sou | 481| 48954|
| 346|514289169.22|IGR18325-0756 |0| 10659|0x00000000| 13| 95| 278.12| -7.9330| 2.0000|onslew.sou | 481| 48954|
